City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,tirupparangunram,9.8667,78.0667,25.93,74,13,0.6,IN,1696295719
290,amos,48.5669,-78.1162,21.03,74,50,4.54,CA,1696295719
291,kongolo,-5.3833,27.0,24.06,65,100,0.28,CD,1696295719
292,smithers,54.7804,-127.1743,10.18,81,40,2.06,CA,1696295575
293,zhengzhou,34.7578,113.6486,19.27,66,48,0.9,CN,1696295719
294,la passe,45.5549,-0.8967,20.13,87,42,4.38,FR,1696295563
295,lonavla,18.75,73.4167,20.24,92,100,0.8,IN,1696295719
296,arbroath,56.5632,-2.5874,10.99,90,3,4.63,GB,1696295720
297,morki,56.4303,48.9947,10.28,94,100,0.8,RU,1696295720
298,arauquita,7.0292,-71.4281,25.51,90,100,0.92,CO,1696295720
299,aitape,-3.1374,142.3475,25.83,88,100,1.71,PG,1696295720
300,manado,1.487,124.8455,32.43,55,20,2.57,ID,1696295469
301,al muwayh,22.4333,41.7583,24.27,22,0,2.69,SA,1696295720
302,port augusta,-32.5,137.7667,21.46,26,100,5.52,AU,1696295720
303,tomatlan,19.9333,-105.25,27.1,89,100,1.9,MX,1696295720
304,betio village,1.358,172.9211,32.02,73,9,4.07,KI,1696295720
305,hell-ville,-13.4,48.2667,25.26,78,59,1.35,MG,1696295720
306,kolwezi,-10.7148,25.4667,19.09,39,30,3.43,CD,1696295572
307,bodaybo,57.8506,114.1933,0.93,80,100,1.57,RU,1696295452
308,olyokminsk,60.3736,120.4264,-0.01,71,99,0.89,RU,1696295613
309,tupiza,-21.45,-65.7167,16.1,28,80,1.37,BO,1696295720
310,hailar,49.2,119.7,10.57,60,100,5.42,CN,1696295559
311,parsabad,39.6482,47.9174,19.05,72,9,1.33,IR,1696295720
312,emerald,-23.5333,148.1667,26.86,39,0,7.09,AU,1696295720
313,madalena,41.2162,-8.3345,19.14,92,64,0.97,PT,1696295720
314,katsuura,35.1333,140.3,24.17,54,98,4.34,JP,1696295721
315,evanston,42.0411,-87.6901,25.06,65,75,3.6,US,1696295510
316,kodiak,57.79,-152.4072,8.73,46,0,8.23,US,1696295565
317,ondjiva,-17.0667,15.7333,24.91,31,44,3.24,AO,1696295721
318,altos del rosario,8.7944,-74.1658,25.36,97,100,1.31,CO,1696295721
319,iskateley,67.6803,53.1512,3.9,78,76,9.39,RU,1696295578
320,kill devil hills,36.0307,-75.676,21.66,88,0,4.63,US,1696295490
321,acapulco de juarez,16.8634,-99.8901,29.9,74,100,1.54,MX,1696295425
322,prado,-17.3411,-39.2208,24.25,94,100,4.38,BR,1696295721
323,jindabyne,-36.4167,148.6333,20.76,42,53,7.27,AU,1696295721
324,nagar karnul,16.4821,78.3247,22.96,92,100,4.07,IN,1696295721
325,vershino-darasunskiy,52.35,115.5167,2.77,53,14,2.69,RU,1696295721
326,tutoia,-2.7619,-42.2744,26.31,87,59,5.39,BR,1696295721
327,poronaysk,49.2167,143.1167,10.72,90,100,9.55,RU,1696295358
328,sevlievo,43.0258,25.1136,11.19,60,9,1.62,BG,1696295721
329,lerwick,60.1545,-1.1494,12.0,83,4,8.89,GB,1696295721
330,fort bragg,35.139,-79.006,21.62,76,0,2.57,US,1696295477
331,nikolayevsk-on-amure,53.1406,140.73,7.92,97,100,2.32,RU,1696295464
332,nago,26.5881,127.9761,31.24,88,100,4.55,JP,1696295722
333,saint-leu,-21.15,55.2833,21.48,85,4,0.91,RE,1696295722
334,aripuana,-9.1667,-60.6333,28.82,40,63,0.59,BR,1696295722
335,'alaqahdari dishu,30.4374,63.313,21.08,16,0,0.77,AF,1696295722
336,l'isle-jourdain,43.6144,1.0817,20.96,95,57,3.08,FR,1696295722
337,kruisfontein,-34.0033,24.7314,18.41,36,0,3.32,ZA,1696295722
338,tarawa,1.419,172.984,32.05,70,40,3.09,KI,1696295722
339,okha,53.5739,142.9478,8.85,85,100,8.38,RU,1696295722
340,dhuusamarreeb,5.535,46.3861,24.84,73,4,6.87,SO,1696295722
341,sorong,-0.8833,131.25,25.15,90,100,3.03,ID,1696295576
342,hassi messaoud,31.6804,6.0729,22.41,50,0,4.83,DZ,1696295411
343,touros,-5.1989,-35.4608,25.11,83,15,5.81,BR,1696295722
344,tayshet,55.9342,98.0044,2.0,97,100,2.98,RU,1696295472
345,la ronge,55.1001,-105.2842,7.14,93,100,3.09,CA,1696295722
346,qaqortoq,60.7167,-46.0333,3.51,76,100,1.42,GL,1696295563
347,punta arenas,-53.15,-70.9167,6.06,75,0,5.14,CL,1696295560
348,muang xay,20.7,101.9833,24.22,87,27,0.16,LA,1696295723
349,slonim,53.0867,25.3219,11.98,74,77,3.34,BY,1696295723
350,kapa'a,22.0752,-159.319,28.99,77,0,4.63,US,1696295576
351,saint-paul,-21.0096,55.2707,22.06,85,6,1.15,RE,1696295723
352,sao jose da coroa grande,-8.8978,-35.1478,24.14,79,15,3.16,BR,1696295434
353,sainyabuli,19.25,101.75,23.23,95,36,0.35,LA,1696295723
354,thinadhoo,0.5333,72.9333,27.74,75,43,5.57,MV,1696295723
355,bamboo flat,11.7,92.7167,25.05,94,100,1.54,IN,1696295575
356,blackwater,-23.5833,148.8833,27.05,59,1,6.35,AU,1696295723
357,obudu,6.6674,9.1716,22.76,97,100,0.52,NG,1696295723
358,roma,43.2128,-75.4557,17.63,91,0,0.0,US,1696295572
359,coquimbo,-29.9533,-71.3436,12.84,73,0,0.84,CL,1696295572
360,eyl,7.9803,49.8164,25.7,84,27,4.1,SO,1696295723
361,arifwala,30.294,73.0735,22.7,26,0,1.84,PK,1696295723
362,tenno,39.9,139.9667,21.56,49,85,9.12,JP,1696295723
363,taro,-8.3862,115.28,24.0,63,87,1.97,ID,1696295723
364,mejit,10.2753,170.8646,28.6,77,12,6.36,MH,1696295611
365,garissa,-0.4536,39.6401,23.67,81,30,6.55,KE,1696295724
366,kiunga,-6.1219,141.2906,28.9,75,89,0.6,PG,1696295601
367,taulaga,-11.0553,-171.0883,27.94,76,41,6.71,AS,1696295724
368,lashio,22.9333,97.75,20.98,98,81,0.23,MM,1696295724
369,miquelon,47.0975,-56.3814,13.0,75,15,4.35,PM,1696295724
370,nizhnesortymskiy,62.4397,71.7603,8.35,91,92,7.39,RU,1696295724
371,noshiro,40.2039,140.0242,20.46,49,26,8.28,JP,1696295724
372,meizhou,24.2977,116.1072,27.72,81,39,0.93,CN,1696295724
373,bani suwayf,29.0744,31.0979,22.87,54,87,3.95,EG,1696295724
374,bonthe,7.5264,-12.505,25.28,90,100,3.14,SL,1696295724
375,urangan,-25.3,152.9,22.91,68,84,5.31,AU,1696295613
376,inongo,-1.95,18.2667,21.52,96,100,1.66,CD,1696295724
377,talagang,32.9297,72.4158,23.06,31,0,1.49,PK,1696295724
378,nogliki,51.8333,143.1667,10.75,96,100,11.18,RU,1696295464
379,igarka,67.4667,86.5833,1.67,100,100,9.24,RU,1696295725
380,savanna-la-mar,18.219,-78.1332,29.97,87,39,2.13,JM,1696295580
381,lander,42.833,-108.7307,13.22,59,75,8.23,US,1696295725
382,al bawiti,28.3492,28.8659,21.01,58,13,3.56,EG,1696295725
383,azare,11.6765,10.1948,24.17,65,94,2.71,NG,1696295725
384,kolonia,50.9333,6.95,21.9,77,0,2.06,DE,1696295609
385,tralee,52.2704,-9.7026,11.19,89,100,4.56,IE,1696295567
386,vila velha,-20.3297,-40.2925,23.97,90,75,1.54,BR,1696295578
387,loa janan,-0.583,117.095,30.58,61,78,2.17,ID,1696295725
388,singkil,-7.9855,111.4161,27.88,60,98,2.84,ID,1696295725
389,acarau,-2.8856,-40.12,26.01,85,9,6.48,BR,1696295575
390,sao paulo de olivenca,-3.3783,-68.8725,27.49,62,100,0.99,BR,1696295725
391,yamada,39.4667,141.95,20.43,50,100,2.19,JP,1696295725
392,porto murtinho,-21.6989,-57.8825,33.11,33,99,1.31,BR,1696295579
393,kavaratti,10.5669,72.642,27.69,74,100,2.8,IN,1696295561
394,okhotsk,59.3833,143.3,6.18,77,6,4.67,RU,1696295605
395,remire-montjoly,4.9167,-52.2667,27.02,83,0,1.54,GF,1696295579
396,watsa,3.0372,29.5355,17.95,98,100,0.61,CD,1696295726
397,nizhneangarsk,55.7833,109.55,2.78,52,94,1.79,RU,1696295726
398,kashmar,35.2383,58.4656,20.25,19,16,2.8,IR,1696295726
399,rivera,-30.9053,-55.5508,10.89,92,95,3.22,UY,1696295507
400,warman,52.3168,-106.5679,9.95,93,100,1.54,CA,1696295726
401,kupwara,34.0306,74.2642,-0.13,69,0,1.74,IN,1696295726
402,anloga,5.7947,0.8973,26.41,85,6,4.87,GH,1696295726
403,celestun,20.8667,-90.4,28.48,79,100,5.49,MX,1696295726
404,belle chasse,29.8549,-89.9906,26.11,72,20,4.12,US,1696295726
405,livingston,55.9029,-3.5226,12.14,87,40,4.12,GB,1696295726
406,san juan del sur,11.2529,-85.8705,27.79,81,100,3.13,NI,1696295726
407,jati,24.3539,68.2671,25.17,77,0,3.85,PK,1696295726
408,aswan,24.0934,32.907,27.61,29,0,5.14,EG,1696295726
409,annaba,36.9,7.7667,17.98,88,20,0.0,DZ,1696295727
410,faya-largeau,17.9257,19.1043,27.27,36,14,14.81,TD,1696295566
411,aioun,16.6614,-9.6149,34.07,14,100,3.66,MR,1696295613
412,curup,-3.4667,102.5333,22.78,77,100,1.15,ID,1696295727
413,fray luis a. beltran,-32.7912,-60.7282,18.88,65,100,4.27,AR,1696295460
414,pontes e lacerda,-15.2261,-59.3353,29.0,46,7,0.96,BR,1696295727
415,asau,46.4333,26.4,5.71,74,8,1.95,RO,1696295727
416,atherton,53.5237,-2.4935,11.9,96,65,1.76,GB,1696295727
417,muynoq,43.7683,59.0214,13.62,71,15,3.23,UZ,1696295727
418,alo,7.4178,6.7371,24.17,95,100,0.83,NG,1696295572
419,papao,-17.75,-149.55,26.82,82,0,6.97,PF,1696295727
420,mochudi,-24.4167,26.15,14.32,66,0,4.5,BW,1696295727
421,hasaki,35.7333,140.8333,25.16,52,30,4.13,JP,1696295278
422,manaure,11.7751,-72.4445,28.82,83,82,4.76,CO,1696295727
423,mogocha,53.7333,119.7667,4.3,95,96,1.34,RU,1696295462
424,sao miguel do guama,-1.6267,-47.4833,25.39,81,14,2.24,BR,1696295727
425,mhamid,29.82,-5.72,25.51,24,100,2.97,MA,1696295727
426,ierapetra,35.01,25.7353,23.41,60,0,8.05,GR,1696295728
427,basoko,1.2391,23.616,22.73,97,100,1.29,CD,1696295728
428,fuqing,25.725,119.3794,26.87,67,21,4.11,CN,1696295703
429,sanliurfa,37.2128,38.7817,15.93,57,70,1.36,TR,1696295728
430,contramaestre,20.2978,-76.2414,25.16,91,100,0.2,CU,1696295728
431,piti village,13.4626,144.6933,31.49,79,20,5.66,GU,1696295728
432,khuzdar,27.7384,66.6434,19.51,16,0,2.81,PK,1696295573
433,haiku-pauwela,20.9219,-156.3051,31.01,51,40,5.14,US,1696295608
434,sola,-13.8833,167.55,24.34,92,100,10.46,VU,1696295728
435,bac lieu,9.285,105.7244,26.8,85,95,5.13,VN,1696295728
436,nuuk,64.1835,-51.7216,4.34,75,100,1.03,GL,1696295311
437,nanga eboko,4.6833,12.3667,21.0,100,100,1.06,CM,1696295728
438,rabaul,-4.1967,152.1721,28.31,77,78,2.6,PG,1696295728
439,nyurba,63.2842,118.3319,-1.09,75,88,2.24,RU,1696295728
440,camana,-16.6228,-72.7111,17.88,88,36,2.96,PE,1696295728
441,olinda,-8.0089,-34.8553,25.85,73,40,4.12,BR,1696295565
442,carbondale,37.7273,-89.2168,21.7,84,0,1.54,US,1696295728
443,sarangani,5.4033,125.4636,28.2,74,59,2.19,PH,1696295729
444,kirensk,57.7853,108.1119,-1.1,94,93,2.24,RU,1696295572
445,abepura,-2.6333,140.5833,28.45,74,20,2.06,ID,1696295729
446,as sulayyil,20.4607,45.5779,25.14,15,0,1.67,SA,1696295606
447,queenstown,-31.8976,26.8753,17.34,39,0,2.59,ZA,1696295729
448,embi,48.8264,58.1442,11.53,54,97,2.61,KZ,1696295729
449,mount isa,-20.7333,139.5,32.87,18,0,5.66,AU,1696295609
450,hengchun,22.0042,120.7439,28.05,70,100,0.88,TW,1696295729
451,tanjung pandan,-2.75,107.65,28.92,64,100,4.7,ID,1696295729
452,steinbach,50.1667,8.5667,20.14,70,0,1.03,DE,1696295729
453,preobrazheniye,42.9019,133.9064,15.8,52,7,2.24,RU,1696295612
454,cockburn town,21.4612,-71.1419,28.64,75,14,6.36,TC,1696295729
455,shahabad,27.65,79.95,24.31,40,99,3.02,IN,1696295729
456,prince george,53.9166,-122.753,12.36,78,29,0.45,CA,1696295476
457,howard springs,-12.497,131.047,28.95,42,95,0.52,AU,1696295566
458,cizre,37.3272,42.1903,17.56,82,40,3.6,TR,1696295729
459,guia lopes da laguna,-21.4578,-56.1142,30.5,41,99,1.8,BR,1696295730
460,eureka,40.8021,-124.1637,16.34,77,100,1.79,US,1696295730
461,simojovel de allende,17.2,-92.6333,20.0,99,99,0.16,MX,1696295730
462,sirjan,29.452,55.6814,18.46,29,0,0.59,IR,1696295730
463,whitehorse,60.7161,-135.0538,10.57,66,75,7.2,CA,1696295564
464,gaspe,48.8334,-64.4819,11.95,93,100,3.09,CA,1696295730
465,taoudenni,22.6783,-3.9836,33.67,17,1,8.09,ML,1696295607
466,sao felix do xingu,-6.6447,-51.995,27.34,38,10,1.34,BR,1696295471
467,arraial do cabo,-22.9661,-42.0278,20.75,87,100,1.35,BR,1696295564
468,kayangel,8.0823,134.7173,28.69,72,15,3.16,PW,1696295563
469,labytnangi,66.6572,66.4183,5.59,68,11,7.01,RU,1696295569
470,flin flon,54.7682,-101.865,6.06,96,100,2.01,CA,1696295561
471,shiyan,32.6475,110.7781,17.54,83,65,1.02,CN,1696295730
472,puerto baquerizo moreno,-0.9,-89.6,22.7,91,59,4.55,EC,1696295602
473,lagos,6.5833,3.75,24.84,93,99,1.51,NG,1696295339
474,champerico,14.3,-91.9167,28.5,77,100,1.85,GT,1696295730
475,luganville,-15.5333,167.1667,25.97,77,94,7.33,VU,1696295730
476,morden,49.1919,-98.1014,16.16,94,59,0.51,CA,1696295730
477,xining,36.6167,101.7667,11.18,85,100,0.87,CN,1696295731
478,saidpur,25.7777,88.8917,25.67,93,33,2.99,BD,1696295731
479,tura,25.5198,90.2201,23.49,97,35,1.75,IN,1696295573
480,achinsk,56.2694,90.4993,4.83,54,46,4.47,RU,1696295711
481,panacan,9.2463,118.4082,28.29,75,100,0.76,PH,1696295731
482,manokwari,-0.8667,134.0833,26.89,80,96,1.46,ID,1696295579
483,kununurra,-15.7667,128.7333,32.99,52,5,2.57,AU,1696295338
484,tobruk,32.0836,23.9764,23.54,62,0,4.3,LY,1696295731
485,quellon,-43.1167,-73.6167,6.73,84,100,1.77,CL,1696295570
486,belyy yar,53.6039,91.3903,-1.06,100,12,1.0,RU,1696295612
487,xai-xai,-25.0519,33.6442,15.95,73,0,1.88,MZ,1696295731
488,tiquipaya,-17.3382,-66.2189,21.4,43,40,2.57,BO,1696295731
489,polyarnyy,69.1989,33.4478,1.92,75,100,3.26,RU,1696295609
490,ballina,-28.8667,153.5667,27.66,50,0,7.25,AU,1696295731
491,puerto san jose,13.9256,-90.8244,27.38,81,100,1.0,GT,1696295731
492,ust'-ilimsk,58.0006,102.6619,-0.87,94,100,3.13,RU,1696295731
493,palangkaraya,-2.2,113.8333,30.24,55,76,1.11,ID,1696295731
494,shakawe,-18.3667,21.85,24.35,35,23,3.13,BW,1696295731
495,minot air force base,48.4209,-101.3391,17.1,88,100,2.57,US,1696295731
496,konosha,60.9736,40.257,3.48,94,7,0.61,RU,1696295732
497,empalme,27.9667,-110.8167,32.42,55,40,6.69,MX,1696295732
498,lingyuan,41.24,119.4011,19.25,37,90,5.33,CN,1696295732
499,beau vallon,-20.4189,57.6953,21.23,94,20,1.54,MU,1696295732
500,grand-bassam,5.2118,-3.7388,26.98,91,18,2.74,CI,1696295732
501,alvorada,-12.48,-49.1247,32.06,23,9,2.06,BR,1696295660
502,uyskoye,54.3775,60.0047,9.76,75,100,2.08,RU,1696295732
503,port hedland,-20.3167,118.5667,31.03,20,60,8.23,AU,1696295732
504,tual,-5.6667,132.75,26.48,86,24,5.92,ID,1696295732
505,youghal,51.95,-7.8506,11.56,100,61,4.4,IE,1696295732
506,tinajo,29.0788,-13.7081,23.49,78,0,5.14,ES,1696295732
507,city of balikpapan,-1.242,116.8942,27.97,78,20,2.06,ID,1696295732
508,lazaro cardenas,17.9583,-102.2,27.54,86,100,0.81,MX,1696295692
509,miri,4.4148,114.0089,30.08,79,40,1.03,MY,1696295732
510,novosergiyevka,52.0934,53.6528,14.82,55,100,3.63,RU,1696295732
511,salinopolis,-0.6136,-47.3561,27.18,80,77,6.82,BR,1696295732
512,sosnovo-ozerskoye,52.5249,111.5418,1.54,52,21,7.61,RU,1696295733
513,nouadhibou,20.931,-17.0347,27.99,39,7,6.17,MR,1696295733
514,yanchep,-31.55,115.6833,16.74,52,53,5.35,AU,1696295733
515,tinghir,31.5157,-5.5343,22.65,31,99,0.29,MA,1696295733
516,carutapera,-1.195,-46.02,26.71,83,56,4.65,BR,1696295733
517,verkhnevilyuysk,63.4453,120.3167,-0.59,77,40,1.79,RU,1696295608
518,cheongsong gun,36.4335,129.057,19.16,57,100,1.72,KR,1696295733
519,myitkyina,25.3833,97.4,24.5,98,93,0.08,MM,1696295733
520,rio grande,-32.035,-52.0986,13.86,87,1,4.07,BR,1696295733
521,kerikeri,-35.2268,173.9474,17.64,44,0,2.8,NZ,1696295562
522,menongue,-14.6585,17.691,21.59,47,57,0.3,AO,1696295733
523,recani,31.2846,-4.2688,25.55,27,97,2.05,MA,1696295734
524,barcelos,41.5388,-8.6151,19.91,91,100,1.47,PT,1696295734
525,sheridan,44.8333,-106.9173,13.34,94,0,5.66,US,1696295734
526,klaksvik,62.2266,-6.589,10.51,88,82,4.35,FO,1696295734
527,sur,22.5667,59.5289,29.89,46,16,2.41,OM,1696295734
528,wynyard,-41.0,145.7167,15.56,81,100,5.47,AU,1696295574
529,varberg,57.1056,12.2508,14.57,86,100,2.86,SE,1696295735
530,kovdor,67.5662,30.4758,2.04,96,100,1.11,RU,1696295735
531,susurluk,39.9136,28.1578,18.88,83,0,2.34,TR,1696295735
532,rengo,-34.4167,-70.8667,12.54,84,74,1.0,CL,1696295735
533,fundacion,10.5207,-74.185,26.25,90,100,1.04,CO,1696295735
534,whangarei,-35.7317,174.3239,16.61,45,5,3.91,NZ,1696295735
535,sucre,-19.0333,-65.2627,17.94,57,4,2.92,BO,1696295735
536,fredericksburg,38.3032,-77.4605,21.29,88,0,0.0,US,1696295467
537,christchurch,-43.5333,172.6333,13.28,55,20,4.12,NZ,1696295703
538,vinton,37.281,-79.897,21.23,86,9,0.3,US,1696295736
539,eguilles,43.5687,5.3557,19.6,88,36,2.06,FR,1696295736
540,ocos,14.5094,-92.1933,27.1,75,100,0.53,GT,1696295736
541,aranyaprathet,13.6928,102.5013,24.11,97,100,0.83,TH,1696295736
542,solnechnyy,50.7214,136.6319,7.24,82,96,2.61,RU,1696295736
543,stornoway,58.2093,-6.3865,11.98,89,75,6.17,GB,1696295736
544,maintirano,-18.0667,44.0167,25.19,75,46,6.7,MG,1696295736
545,norilsk,69.3535,88.2027,0.79,94,100,7.0,RU,1696295736
546,happy valley-goose bay,53.3168,-60.3315,7.17,61,75,3.09,CA,1696295600
547,westport,41.1415,-73.3579,18.3,84,0,0.45,US,1696295571
548,concepcion,-36.827,-73.0498,11.89,82,75,1.54,CL,1696295736
549,meadow lakes,61.6247,-149.6011,8.08,87,100,3.6,US,1696295736
550,roxas,11.5853,122.7511,26.75,75,100,3.07,PH,1696295736
551,freetown,8.484,-13.2299,24.84,100,75,3.09,SL,1696295603
552,najran,17.4924,44.1277,19.36,20,0,0.66,SA,1696295570
553,vanimo,-2.6741,141.3028,27.25,76,100,3.82,PG,1696295737
554,sake,-1.5736,29.045,17.58,85,7,0.38,CD,1696295635
555,nyagan,62.1406,65.3936,10.23,79,11,3.22,RU,1696295737
556,shingu,33.7333,135.9833,23.74,42,17,1.7,JP,1696295737
557,yuxi,24.355,102.5422,19.66,91,72,1.31,CN,1696295737
558,batang,-6.4846,110.7083,28.86,58,100,2.95,ID,1696295737
559,saudarkrokur,65.7461,-19.6394,2.96,95,100,3.27,IS,1696295602
560,agaro,7.85,36.65,14.39,94,63,0.56,ET,1696295737
561,sisimiut,66.9395,-53.6735,1.05,63,8,2.93,GL,1696295606
562,whitecourt,54.1502,-115.6855,13.58,58,40,2.06,CA,1696295539
563,sibut,5.718,19.0739,21.49,95,87,0.89,CF,1696295737
564,west bay,19.3667,-81.4167,31.04,77,20,3.09,KY,1696295737
565,villa del totoral,-30.8167,-63.7167,18.44,45,0,1.57,AR,1696295529
566,samfya,-11.3649,29.5565,21.48,55,99,5.41,ZM,1696295737
567,balasore,21.4942,86.9317,25.88,84,100,2.06,IN,1696295737
568,santiago de cao,-7.9589,-79.2392,19.07,88,20,3.09,PE,1696295737
569,tsiombe,-25.3,45.4833,17.52,64,16,5.32,MG,1696295738
570,nadi,-17.8,177.4167,29.0,48,75,5.14,FJ,1696295738
571,brookings,44.3114,-96.7984,26.19,48,0,0.45,US,1696295739
572,prieska,-29.6641,22.7474,22.28,24,0,1.68,ZA,1696295739
573,egilsstadir,65.2653,-14.3948,4.95,93,100,5.14,IS,1696295605
574,dazhou,31.2159,107.5009,18.64,86,100,1.05,CN,1696295739
575,caico,-6.4583,-37.0978,26.6,61,9,6.37,BR,1696295572
576,cestos city,5.46,-9.5828,25.25,88,55,4.27,LR,1696295739
577,ornskoldsvik,63.2909,18.7153,1.53,100,9,1.54,SE,1696295739
578,oamaru,-45.0784,170.9801,11.23,48,0,4.9,NZ,1696295739
579,north bay,46.3168,-79.4663,20.53,87,20,4.63,CA,1696295692
580,idrinskoye,54.3708,92.1358,4.97,69,18,0.77,RU,1696295739
